playerName,avgDriveDist,drivePct,avgPuttsPerRound,onePuttPct,driveSG,puttsSG,avgScore,tournament,courseYards
Luke List,319.5,60.71,28,43.06,0.724,-0.529,70.51,The American Express,7129
Will Zalatoris,317.4,58.93,26.5,47.22,0.787,-0.752,69.435,The American Express,7129
Joseph Bramlett,315.3,73.21,28.5,43.06,1.554,-0.045,70.173,The American Express,7129
Wyndham Clark,313,62.5,27,47.22,0.352,0.5,70.435,The American Express,7129
Paul Barjon,311.1,62.5,28.5,44.44,1.297,0.19,69.935,The American Express,7129
Sungjae Im,310.6,66.07,28.75,33.33,1.407,-0.529,69.76,The American Express,7129
Jon Rahm,310.5,60.71,28,41.67,1.139,0.475,70.685,The American Express,7129
Jason Day,310,69.64,26.5,44.44,-0.968,-1.044,71.51,The American Express,7129
Trey Mullinax,309.5,62.5,29.5,36.11,0.962,-1.906,72.435,The American Express,7129
Scottie Scheffler,308.8,66.07,28.25,38.89,-0.251,0.491,71.185,The American Express,7129
Cameron Young,308.1,57.14,27.25,50,-1.101,0.03,71.685,The American Express,7129
Patrick Rodgers,307.9,57.14,29,38.89,-1.177,0.035,70.423,The American Express,7129
Hudson Swafford,306.9,64.29,26,56.94,-0.191,3.201,68.435,The American Express,7129
Patrick Cantlay,306.3,58.93,27.75,47.22,0.934,0.099,69.685,The American Express,7129
Stephen Stallings Jr.,306.3,53.57,27.25,44.44,0.097,3.947,70.76,The American Express,7129
Nick Hardy,306,57.14,28.25,38.89,0.846,-0.918,71.923,The American Express,7129
Alex Smalley,305.4,73.21,28.5,40.28,1.061,0.379,71.185,The American Express,7129
Davis Riley,304,60.71,25.5,50,-2.119,-1.014,72.435,The American Express,7129
Tony Finau,303.9,53.57,27.75,44.44,0.85,0.856,71.685,The American Express,7129
Harold Varner III,303.4,64.29,27.5,45.83,0.036,-0.634,70.935,The American Express,7129
Seamus Power,303.3,66.07,27.25,51.39,-0.165,0.267,70.26,The American Express,7129
Jared Wolfe,303.1,62.5,29.25,36.11,0.572,-0.735,70.173,The American Express,7129
Anirban Lahiri,299.9,67.86,29.75,36.11,0.847,-0.421,72.935,The American Express,7129
Sahith Theegala,299.8,62.5,28,44.44,0.037,0.232,71.435,The American Express,7129
Si Woo Kim,298.8,62.5,26.25,54.17,0.367,1.993,70.185,The American Express,7129
Patrick Reed,298.5,50,27.25,43.06,-0.467,1.556,72.185,The American Express,7129
Patton Kizzire,298.3,58.93,28,44.44,0.469,-1.193,69.673,The American Express,7129
Abraham Ancer,296.5,73.21,29.25,37.5,0.759,-0.988,71.26,The American Express,7129
Lee Hodges,296.5,76.79,29,37.5,1.506,-0.574,69.185,The American Express,7129
Lanto Griffin,296.4,60.71,27,47.22,0.448,1.747,68.76,The American Express,7129
David Lipsky,296.1,73.21,26.5,51.39,-1.298,0.834,70.26,The American Express,7129
Russell Henley,295.6,69.64,28.5,44.44,0.796,-0.83,70.26,The American Express,7129
Harry Higgs,295.3,58.93,25.75,50,-0.725,-0.056,71.685,The American Express,7129
Camilo Villegas,295.1,67.86,29.25,36.11,0.24,-1.384,71.01,The American Express,7129
Tom Hoge,295,75,26.5,43.06,0.633,-0.33,68.51,The American Express,7129
Justin Rose,294.9,69.64,27,52.78,-0.751,0.492,71.01,The American Express,7129
Charles Howell III,294.6,66.07,27.5,44.44,-0.276,-0.93,69.923,The American Express,7129
Francesco Molinari,294.6,73.21,25.75,52.78,0.924,0.766,69.435,The American Express,7129
Aaron Rai,294.6,71.43,28.5,31.94,0.772,0.354,72.435,The American Express,7129
Vince Whaley,294.6,75,27,47.22,-0.536,-0.639,71.685,The American Express,7129
K.H. Lee,294.5,48.21,28,41.67,-2.415,0.144,71.423,The American Express,7129
J.T. Poston,294.1,69.64,28,45.83,0.226,0.792,70.76,The American Express,7129
Sepp Straka,294,73.21,28.25,40.28,-0.258,2.184,70.673,The American Express,7129
Kevin Chappell,293.8,55.36,28,47.22,0.707,-1.407,72.185,The American Express,7129
Martin Trainer,292.5,46.43,27,48.61,-0.005,1.134,70.923,The American Express,7129
Taylor Moore,291.5,66.07,27,45.83,-0.396,-0.708,73.185,The American Express,7129
Lucas Glover,291.4,69.64,28.75,40.28,0.017,0.11,71.435,The American Express,7129
Brandt Snedeker,291.1,83.93,27.5,51.39,1.25,0.585,70.685,The American Express,7129
Adam Hadwin,290.8,67.86,28.75,37.5,0.796,1.39,71.185,The American Express,7129
Greyson Sigg,290.5,69.64,27.5,41.67,0.164,0.694,70.76,The American Express,7129
Doug Ghim,290.4,67.86,28,38.89,-1.227,-1.772,72.01,The American Express,7129
Bronson Burgoon,290.3,60.71,27.75,41.67,-0.413,0.745,71.51,The American Express,7129
Sam Ryder,290.3,67.86,26.5,47.22,0.349,0.391,70.673,The American Express,7129
Roger Sloan,289.9,57.14,24.25,54.17,0.756,2.197,69.423,The American Express,7129
Adam Svensson,289.9,76.79,28.75,37.5,-0.702,-0.386,71.935,The American Express,7129
Emiliano Grillo,289.8,66.07,27.5,45.83,0.757,0.195,72.26,The American Express,7129
Hank Lebioda,288.1,73.21,25.75,54.17,-0.116,0.512,71.51,The American Express,7129
J.J. Spaun,287.9,76.79,27.5,36.11,0.448,0.726,70.76,The American Express,7129
S.Y. Noh,287.8,53.57,29,38.89,-2.45,0.994,71.923,The American Express,7129
Denny McCarthy,287.4,66.07,24,61.11,-1.324,2.678,69.01,The American Express,7129
Brice Garnett,287.3,67.86,26.25,48.61,-0.301,-0.037,73.01,The American Express,7129
Michael Gligic,285.9,57.14,28.5,34.72,0.357,-1.54,71.76,The American Express,7129
Brian Harman,285.8,64.29,27.75,43.06,-0.014,1.394,68.76,The American Express,7129
Nick Taylor,284.3,62.5,28,40.28,0.139,-0.028,71.01,The American Express,7129
Christiaan Bezuidenhout,283.5,67.86,28,36.11,-0.074,0.891,71.685,The American Express,7129
Henrik Norlander,279.9,62.5,27.75,43.06,-0.603,1.183,71.423,The American Express,7129
Jason Dufner,277.5,73.21,28,50,-0.379,1.331,70.423,The American Express,7129
Zach Johnson,277,57.14,27,47.22,-0.731,-0.271,70.685,The American Express,7129
Andrew Putnam,271.1,69.64,28.75,40.28,-0.43,0.834,70.26,The American Express,7129
Graeme McDowell,270.6,62.5,25.75,59.72,-0.301,0.048,71.685,The American Express,7129
Peter Uihlein,332.8,32.14,29.5,36.11,0.205,0.241,72.217,AT&T Byron Nelson,7468
Joseph Bramlett,329.5,50,26.75,51.39,-0.042,-0.278,71.717,AT&T Byron Nelson,7468
Paul Barjon,329.4,62.5,28.75,44.44,0.516,-0.157,72.217,AT&T Byron Nelson,7468
Jason Kokrak,326.9,57.14,27.75,50,0.979,0.248,70.467,AT&T Byron Nelson,7468
Cameron Champ,326,64.29,28.5,41.67,1.185,-0.656,71.217,AT&T Byron Nelson,7468
Callum Tarren,325.6,41.07,26,45.83,-0.006,0.894,71.467,AT&T Byron Nelson,7468
Jhonattan Vegas,325.1,46.43,29.5,37.5,0.773,-0.644,71.967,AT&T Byron Nelson,7468
Beau Hossler,324.4,50,29,43.06,0.577,1.259,70.467,AT&T Byron Nelson,7468
Joaquin Niemann,323.1,60.71,27,51.39,1.052,0.527,70.717,AT&T Byron Nelson,7468
Sahith Theegala,322.8,58.93,29.25,37.5,-0.3,-1.457,73.217,AT&T Byron Nelson,7468
Dustin Johnson,322.4,50,29.5,34.72,0.332,-0.916,71.967,AT&T Byron Nelson,7468
Justin Thomas,322.1,46.43,26.25,45.83,0.291,0.833,69.217,AT&T Byron Nelson,7468
Jordan Spieth,318.6,62.5,27,50,0.95,0.362,68.717,AT&T Byron Nelson,7468
Scottie Scheffler,318.1,57.14,28,45.83,0.286,-0.396,70.217,AT&T Byron Nelson,7468
Adam Scott,317,58.93,27.5,50,0.659,0.235,70.967,AT&T Byron Nelson,7468
Keith Mitchell,316.6,60.71,28,45.83,-0.155,-0.1,72.967,AT&T Byron Nelson,7468
Chesson Hadley,315.9,53.57,27.5,41.67,-0.983,-0.212,72.467,AT&T Byron Nelson,7468
Taylor Moore,315.1,66.07,29.25,38.89,0.702,-0.485,70.967,AT&T Byron Nelson,7468
Adam Schenk,314.9,55.36,29.25,37.5,-0.126,0.082,73.217,AT&T Byron Nelson,7468
Maverick McNealy,314,62.5,26.75,51.39,-0.058,0.85,70.967,AT&T Byron Nelson,7468
Max McGreevy,313.4,62.5,28.25,44.44,-0.583,-0.005,73.967,AT&T Byron Nelson,7468
Dylan Frittelli,312.8,44.64,29,41.67,-0.023,0.143,72.467,AT&T Byron Nelson,7468
Trey Mullinax,312.6,51.79,26,48.61,0.427,-0.283,70.967,AT&T Byron Nelson,7468
Mito Pereira,312.6,69.64,29,43.06,1.048,-0.721,70.467,AT&T Byron Nelson,7468
Branden Grace,312.4,62.5,28.5,40.28,0.116,-0.113,71.217,AT&T Byron Nelson,7468
Austin Smotherman,312.3,71.43,26.75,45.83,0.868,0.279,70.717,AT&T Byron Nelson,7468
Jared Wolfe,311.6,51.79,29.25,40.28,-0.11,0.743,71.717,AT&T Byron Nelson,7468
Dawie van der Walt,311.4,58.93,28,43.06,-0.551,-0.104,73.467,AT&T Byron Nelson,7468
Martin Trainer,310.9,62.5,28.75,43.06,-0.339,-0.064,72.967,AT&T Byron Nelson,7468
Xander Schauffele,310.1,73.21,27.75,41.67,0.678,0.33,69.217,AT&T Byron Nelson,7468
Lanto Griffin,309.5,80.36,29.5,36.11,0.559,0.231,71.717,AT&T Byron Nelson,7468
Emiliano Grillo,309.5,48.21,28.5,37.5,-0.219,0.533,71.467,AT&T Byron Nelson,7468
Scott Stallings,309.4,55.36,27.25,50,0.035,0.616,70.717,AT&T Byron Nelson,7468
Jason Day,309.1,60.71,27.75,47.22,-0.01,0.96,71.717,AT&T Byron Nelson,7468
Sebastián Muñoz,309,67.86,28.25,41.67,0.525,1.019,68.967,AT&T Byron Nelson,7468
Alex Noren,309,75,28.5,44.44,0.694,0.625,69.967,AT&T Byron Nelson,7468
Stephan Jaeger,308.9,60.71,29.25,44.44,-0.176,-0.789,71.217,AT&T Byron Nelson,7468
Matthew NeSmith,308.8,66.07,29,36.11,0.943,-0.703,71.717,AT&T Byron Nelson,7468
Hideki Matsuyama,308.5,66.07,27.25,51.39,0.429,0.421,68.967,AT&T Byron Nelson,7468
Michael Gligic,308.3,55.36,27,45.83,0.119,-0.099,72.717,AT&T Byron Nelson,7468
Andrew Novak,308.3,60.71,28.75,34.72,-0.185,-0.124,71.467,AT&T Byron Nelson,7468
Francesco Molinari,308.1,73.21,29,43.06,0.566,0.502,70.467,AT&T Byron Nelson,7468
Charl Schwartzel,308.1,60.71,27.25,45.83,0.794,-0.077,69.467,AT&T Byron Nelson,7468
Sepp Straka,308,62.5,27.75,38.89,0.07,-0.171,72.717,AT&T Byron Nelson,7468
Brice Garnett,307.9,57.14,26.5,48.61,-0.169,1.797,70.217,AT&T Byron Nelson,7468
Patrick Rodgers,307.5,60.71,29.5,37.5,0.776,0.568,70.967,AT&T Byron Nelson,7468
Marc Leishman,307,51.79,28.5,40.28,-0.466,0.481,71.717,AT&T Byron Nelson,7468
J.J. Spaun,306.9,64.29,29,31.94,0.161,-0.321,71.217,AT&T Byron Nelson,7468
K.H. Lee,306.8,66.07,27.25,45.83,0.569,0.974,68.467,AT&T Byron Nelson,7468
Ryan Palmer,306.8,64.29,27.5,47.22,1,1.107,69.217,AT&T Byron Nelson,7468
Bill Haas,306.5,41.07,27.75,41.67,-0.993,0.908,72.217,AT&T Byron Nelson,7468
Patton Kizzire,306.3,57.14,28.75,43.06,-0.421,-0.951,73.967,AT&T Byron Nelson,7468
Tom Hoge,306.1,60.71,27.5,41.67,-0.189,0.214,70.467,AT&T Byron Nelson,7468
Seth Reeves,306,60.71,27.25,45.83,0.541,0.854,72.467,AT&T Byron Nelson,7468
Seamus Power,305.9,57.14,27.5,47.22,-0.092,1.266,70.467,AT&T Byron Nelson,7468
Nate Lashley,305.6,67.86,28.75,38.89,0.199,0.159,70.467,AT&T Byron Nelson,7468
Tommy Fleetwood,305,64.29,28.75,38.89,0.91,-0.732,71.967,AT&T Byron Nelson,7468
Vince Whaley,304.6,48.21,26.25,54.17,-0.162,0.651,70.717,AT&T Byron Nelson,7468
James Hahn,304.4,71.43,27.5,47.22,1.098,-0.64,69.717,AT&T Byron Nelson,7468
Justin Lower,303.5,73.21,29.25,34.72,0.487,-0.337,71.467,AT&T Byron Nelson,7468
Carlos Ortiz,303.1,55.36,29,37.5,-0.019,-0.193,71.217,AT&T Byron Nelson,7468
Matthias Schwab,303.1,57.14,27.5,44.44,-0.404,0.86,71.967,AT&T Byron Nelson,7468
Christiaan Bezuidenhout,302.8,62.5,26.75,54.17,-0.371,2.033,69.967,AT&T Byron Nelson,7468
Davis Riley,302.5,58.93,27.75,45.83,0.401,0.769,69.717,AT&T Byron Nelson,7468
Aaron Wise,301.5,67.86,28.75,38.89,0.207,-0.875,71.717,AT&T Byron Nelson,7468
Aaron Rai,298,73.21,29.75,37.5,-0.017,0.49,71.467,AT&T Byron Nelson,7468
Conrad Shindler,297.5,82.14,28.25,41.67,0.549,0.588,71.217,AT&T Byron Nelson,7468
Tyler Duncan,297.1,66.07,30.5,34.72,-0.076,-0.635,71.967,AT&T Byron Nelson,7468
David Lipsky,297,82.14,27.5,47.22,0.582,0.339,70.717,AT&T Byron Nelson,7468
Kiradech Aphibarnrat,296.6,71.43,28.75,43.06,-0.359,0.49,72.967,AT&T Byron Nelson,7468
Ian Poulter,296.4,58.93,26,52.78,-0.529,1.27,71.967,AT&T Byron Nelson,7468
Rory Sabbatini,295.6,66.07,28.5,38.89,-0.017,-0.585,70.717,AT&T Byron Nelson,7468
Adam Svensson,295.1,53.57,27.75,44.44,-0.759,0.15,72.467,AT&T Byron Nelson,7468
Wesley Bryan,294.9,39.29,26.5,43.06,-1.113,0.488,72.217,AT&T Byron Nelson,7468
David Skinns,294.6,44.64,25.75,54.17,-0.727,1.196,71.217,AT&T Byron Nelson,7468
Kyle Wilshire,293.1,71.43,28.25,45.83,-0.018,-0.546,73.467,AT&T Byron Nelson,7468
Peter Malnati,292.9,58.93,25.75,56.94,-0.04,1.875,69.717,AT&T Byron Nelson,7468
Mark Hubbard,292.8,67.86,29.25,38.89,-0.383,0.074,70.967,AT&T Byron Nelson,7468
Michael Thompson,292.8,66.07,26.25,51.39,-0.64,2.467,70.717,AT&T Byron Nelson,7468
Brandon Wu,291.8,51.79,26,52.78,-0.153,1.005,71.717,AT&T Byron Nelson,7468
Pat Perez,290.6,67.86,27.5,41.67,-0.063,-0.311,71.217,AT&T Byron Nelson,7468
Matt Kuchar,289.8,71.43,28,44.44,0.005,1.021,69.967,AT&T Byron Nelson,7468
Vaughn Taylor,289.8,78.57,28.25,44.44,-0.68,-0.174,72.717,AT&T Byron Nelson,7468
Tom Kim,283.9,82.14,29,38.89,-0.006,-0.186,70.467,AT&T Byron Nelson,7468
Scottie Scheffler,323.6,58.93,29.5,34.72,1.029,0.142,66.878,Charles Schwab Challenge,7209
Kurt Kitayama,322.1,57.14,28.5,37.5,0.586,-0.429,69.628,Charles Schwab Challenge,7209
Sam Burns,321.3,53.57,28.25,47.22,0.714,1.258,66.878,Charles Schwab Challenge,7209
Dylan Frittelli,321.3,58.93,28.5,43.06,0.282,0.233,69.378,Charles Schwab Challenge,7209
Max Homa,318.8,48.21,27.75,43.06,0.145,0.457,68.878,Charles Schwab Challenge,7209
Danny Lee,317.5,48.21,26.5,52.78,-0.368,1.667,68.878,Charles Schwab Challenge,7209
Sahith Theegala,317.1,55.36,27.75,44.44,-0.126,-0.204,70.378,Charles Schwab Challenge,7209
Austin Smotherman,316.3,48.21,29.5,34.72,0.448,0.149,70.628,Charles Schwab Challenge,7209
Tony Finau,315.6,50,28,44.44,0.617,0.771,67.378,Charles Schwab Challenge,7209
Scott Stallings,315.4,50,27.5,47.22,-0.105,0.943,67.378,Charles Schwab Challenge,7209
Alex Smalley,315.1,55.36,26.75,44.44,0.132,0.025,69.128,Charles Schwab Challenge,7209
Beau Hossler,314.1,55.36,28.5,34.72,0.393,-0.254,68.628,Charles Schwab Challenge,7209
Cam Davis,313.8,39.29,26.75,48.61,0.326,0.524,67.878,Charles Schwab Challenge,7209
Harold Varner III,313.3,55.36,28,41.67,-0.233,0.404,69.128,Charles Schwab Challenge,7209
Jason Kokrak,311.5,53.57,29.25,34.72,0.51,-0.858,71.128,Charles Schwab Challenge,7209
Bill Haas,311,50,28.5,40.28,-0.022,0.938,69.128,Charles Schwab Challenge,7209
Viktor Hovland,310.3,64.29,27,47.22,0.729,1.014,68.628,Charles Schwab Challenge,7209
Patrick Rodgers,309.1,50,29.75,31.94,0.436,0.344,69.378,Charles Schwab Challenge,7209
Ryan Palmer,307,60.71,29.25,34.72,0.72,0.619,69.628,Charles Schwab Challenge,7209
Charley Hoffman,306.6,55.36,30.5,31.94,0.238,-1.529,70.878,Charles Schwab Challenge,7209
Mito Pereira,306.6,67.86,28.75,34.72,1.037,-0.178,67.878,Charles Schwab Challenge,7209
Lee Hodges,306.5,50,29,40.28,-0.019,0.975,69.378,Charles Schwab Challenge,7209
Lucas Glover,305.5,66.07,31.5,30.56,0.343,-1.513,69.628,Charles Schwab Challenge,7209
Sebastián Muñoz,305.5,57.14,27.25,47.22,0.092,0.822,69.878,Charles Schwab Challenge,7209
Matthew NeSmith,305.5,60.71,29.25,37.5,-0.033,0.401,70.378,Charles Schwab Challenge,7209
Davis Riley,305.4,57.14,27.75,45.83,-0.083,0.512,67.378,Charles Schwab Challenge,7209
Jordan Spieth,303.9,51.79,27.5,44.44,0.828,0.056,67.878,Charles Schwab Challenge,7209
Tommy Fleetwood,303.4,51.79,28.25,47.22,-0.382,0.189,69.378,Charles Schwab Challenge,7209
Sungjae Im,303.4,60.71,29,33.33,0.665,-0.724,68.378,Charles Schwab Challenge,7209
Emiliano Grillo,302.6,57.14,30,36.11,0.297,-0.831,70.628,Charles Schwab Challenge,7209
Daniel Berger,302.1,62.5,28,43.06,0.171,-0.532,68.878,Charles Schwab Challenge,7209
Chris Kirk,301.6,57.14,27.5,44.44,0.423,0.544,68.378,Charles Schwab Challenge,7209
Lucas Herbert,301.4,46.43,27.25,48.61,-0.18,0.103,69.878,Charles Schwab Challenge,7209
Ian Poulter,300.6,64.29,27.75,48.61,0.278,1.291,69.628,Charles Schwab Challenge,7209
Aaron Rai,300.6,51.79,30.5,33.33,-0.384,-0.599,71.378,Charles Schwab Challenge,7209
Harry Higgs,299.1,39.29,29.25,41.67,-1.418,-0.393,72.878,Charles Schwab Challenge,7209
Martin Trainer,298.6,37.5,27.25,45.83,-0.811,1.605,70.128,Charles Schwab Challenge,7209
Matthias Schwab,298.3,51.79,28.75,40.28,0.058,-0.046,70.378,Charles Schwab Challenge,7209
Adam Svensson,297.3,64.29,29.5,37.5,0.204,0.393,69.628,Charles Schwab Challenge,7209
Matt Jones,296.9,55.36,29.75,38.89,0.245,-0.25,68.128,Charles Schwab Challenge,7209
Russell Knox,296.8,62.5,28.75,38.89,0.037,0.727,68.378,Charles Schwab Challenge,7209
C.T. Pan,296.4,53.57,29,41.67,-0.675,0.75,70.128,Charles Schwab Challenge,7209
Patrick Reed,296.1,58.93,26.75,48.61,0.087,0.504,67.878,Charles Schwab Challenge,7209
Luke Donald,296,39.29,28,41.67,-0.852,-0.255,69.628,Charles Schwab Challenge,7209
Talor Gooch,296,50,28.75,34.72,-0.475,-0.076,69.128,Charles Schwab Challenge,7209
David Lipsky,296,53.57,29.25,43.06,-0.06,0.545,69.878,Charles Schwab Challenge,7209
Webb Simpson,295.6,64.29,28.25,44.44,0.078,-0.055,69.128,Charles Schwab Challenge,7209
Collin Morikawa,294.6,53.57,28.25,43.06,-0.386,-0.857,69.628,Charles Schwab Challenge,7209
Rory Sabbatini,293.9,53.57,28,43.06,-0.22,0.093,70.128,Charles Schwab Challenge,7209
Mark Hubbard,293.8,53.57,26.75,50,-0.378,0.263,70.128,Charles Schwab Challenge,7209
Adam Long,292.8,46.43,30,34.72,-0.325,-0.576,69.378,Charles Schwab Challenge,7209
Nick Taylor,292.4,44.64,29.25,34.72,-0.426,0.022,69.878,Charles Schwab Challenge,7209
Rickie Fowler,291.5,42.86,27.5,47.22,-0.961,0.283,70.378,Charles Schwab Challenge,7209
Denny McCarthy,290.9,51.79,28.5,45.83,-0.251,1.22,69.128,Charles Schwab Challenge,7209
Max McGreevy,290.8,62.5,30,33.33,0.059,-0.047,70.128,Charles Schwab Challenge,7209
John Huh,290.5,73.21,28.25,38.89,0.379,-0.318,68.128,Charles Schwab Challenge,7209
Michael Thompson,290.4,57.14,28.25,41.67,-0.525,0.444,69.628,Charles Schwab Challenge,7209
Troy Merritt,289.5,64.29,27.5,45.83,-0.247,0.995,70.378,Charles Schwab Challenge,7209
Brendon Todd,288.9,75,27.75,44.44,0.66,1.33,67.128,Charles Schwab Challenge,7209
Tyler Duncan,287.9,62.5,27,45.83,-0.165,0.841,68.378,Charles Schwab Challenge,7209
Chad Ramey,287,66.07,27.75,41.67,0.179,0.567,69.128,Charles Schwab Challenge,7209
Joel Dahmen,286.9,58.93,30,33.33,-0.116,-0.424,70.628,Charles Schwab Challenge,7209
Zach Johnson,284.3,57.14,28.25,40.28,-0.026,0.03,68.878,Charles Schwab Challenge,7209
Chez Reavie,282.9,69.64,30.25,34.72,0.6,-0.545,69.128,Charles Schwab Challenge,7209
Kevin Na,279.6,39.29,27,43.06,-0.969,0.345,67.878,Charles Schwab Challenge,7209
Pat Perez,278.8,69.64,27,48.61,0.258,1.483,68.128,Charles Schwab Challenge,7209
Brandt Snedeker,273.8,51.79,30.75,33.33,-1.087,-0.118,70.378,Charles Schwab Challenge,7209
Christiaan Bezuidenhout,271.4,46.43,28.5,44.44,-0.031,0.917,68.378,Charles Schwab Challenge,7209
Andrew Putnam,268.3,60.71,27,44.44,-0.339,1.081,68.378,Charles Schwab Challenge,7209
Jon Rahm,315.5,50,27.5,41.67,-0.354,1.401,69.901,Memorial Tournament,7533
Cameron Young,315.5,62.5,27.75,40.28,0.89,-0.68,72.651,Memorial Tournament,7533
Rory McIlroy,314.9,64.29,28,44.44,0.757,-0.272,70.401,Memorial Tournament,7533
Wyndham Clark,314.5,55.36,28,43.06,-0.542,0.031,71.401,Memorial Tournament,7533
Luke List,311.5,55.36,27.5,47.22,-0.163,0.676,70.651,Memorial Tournament,7533
Garrick Higgo,308.8,64.29,29.25,41.67,0.104,0.805,70.401,Memorial Tournament,7533
Patrick Cantlay,308.1,64.29,27,48.61,0.702,1.092,69.151,Memorial Tournament,7533
Viktor Hovland,307,62.5,26.5,54.17,0.098,1.46,72.151,Memorial Tournament,7533
Chan Kim,306.8,55.36,28.75,47.22,0.192,-1.396,73.651,Memorial Tournament,7533
Will Zalatoris,305.8,60.71,27.75,45.83,1.166,0.372,69.401,Memorial Tournament,7533
Lucas Herbert,305.1,53.57,25.25,52.78,-0.303,0.671,71.901,Memorial Tournament,7533
Jhonattan Vegas,304.1,51.79,28.5,44.44,0.305,-0.284,71.401,Memorial Tournament,7533
Beau Hossler,303.9,58.93,25.75,50,-0.027,1.941,71.151,Memorial Tournament,7533
Keith Mitchell,303.5,66.07,27,43.06,0.526,0.651,70.401,Memorial Tournament,7533
Brendan Steele,303.4,69.64,28.5,41.67,0.863,0.198,69.901,Memorial Tournament,7533
Cam Davis,303.1,37.5,27.25,48.61,-0.597,0.186,72.401,Memorial Tournament,7533
Sahith Theegala,303.1,66.07,26.75,48.61,0.654,0.06,69.401,Memorial Tournament,7533
Joaquin Niemann,302.1,64.29,28.75,38.89,1.177,0.665,69.151,Memorial Tournament,7533
Jordan Spieth,302,58.93,26.25,55.56,0.368,1.261,70.401,Memorial Tournament,7533
Keegan Bradley,301.6,66.07,27,48.61,0.206,0.845,71.401,Memorial Tournament,7533
Adam Scott,301.5,55.36,29.25,37.5,-1.043,-0.822,73.651,Memorial Tournament,7533
Max Homa,300.9,66.07,24.75,54.17,0.111,1.086,69.401,Memorial Tournament,7533
Xander Schauffele,299.4,62.5,27.75,43.06,-0.632,-0.354,70.401,Memorial Tournament,7533
Sepp Straka,298.3,67.86,28.75,41.67,0.058,0.808,71.651,Memorial Tournament,7533
Lanto Griffin,298.1,60.71,27.5,51.39,-0.868,-0.024,72.151,Memorial Tournament,7533
Aaron Wise,298,62.5,26.25,51.39,0.178,1.162,68.651,Memorial Tournament,7533
Davis Riley,297.9,58.93,28.25,43.06,-0.285,0.731,70.151,Memorial Tournament,7533
Shane Lowry,297.5,57.14,28.25,41.67,-0.149,0.178,71.151,Memorial Tournament,7533
Cameron Tringale,297,66.07,28.5,37.5,0.595,-0.178,71.901,Memorial Tournament,7533
Cameron Smith,296.8,55.36,25.25,52.78,-0.489,0.774,70.151,Memorial Tournament,7533
Emiliano Grillo,296.1,76.79,28.75,41.67,1.284,-0.476,71.151,Memorial Tournament,7533
K.H. Lee,296.1,55.36,27.75,38.89,-0.19,-1.058,72.401,Memorial Tournament,7533
Mito Pereira,296,80.36,27,43.06,0.838,-0.533,70.151,Memorial Tournament,7533
Francesco Molinari,295.3,67.86,26,50,-0.507,0.589,70.651,Memorial Tournament,7533
Rickie Fowler,294.5,62.5,28.75,41.67,0.16,-0.799,72.901,Memorial Tournament,7533
Abraham Ancer,294,69.64,27.25,43.06,0.862,0.195,71.151,Memorial Tournament,7533
Jason Day,293.8,69.64,26.75,43.06,0.13,1.035,70.901,Memorial Tournament,7533
Sungjae Im,293.1,76.79,28,47.22,0.657,0.378,69.901,Memorial Tournament,7533
Adam Schenk,293,83.93,29.25,34.72,0.48,-0.96,70.651,Memorial Tournament,7533
Charles Howell III,291.6,69.64,28.75,43.06,0.405,0.52,70.401,Memorial Tournament,7533
J.T. Poston,291.6,58.93,28.5,40.28,-0.297,0.699,71.401,Memorial Tournament,7533
Mackenzie Hughes,291.3,53.57,27,44.44,-1.073,0.341,71.401,Memorial Tournament,7533
Carlos Ortiz,291,51.79,27.75,43.06,-0.545,0.88,72.901,Memorial Tournament,7533
Denny McCarthy,289.9,67.86,25.75,48.61,-0.908,1.216,69.401,Memorial Tournament,7533
Si Woo Kim,289.3,80.36,27.25,43.06,0.456,0.354,70.151,Memorial Tournament,7533
Matthew NeSmith,289.1,66.07,27.75,44.44,0.11,0.098,71.401,Memorial Tournament,7533
Corey Conners,288.6,73.21,29.25,36.11,0.531,-0.243,70.151,Memorial Tournament,7533
Chris Kirk,288.4,67.86,27.75,40.28,0.449,-0.021,72.401,Memorial Tournament,7533
Martin Laird,288.1,75,27.75,40.28,-0.032,-0.439,71.401,Memorial Tournament,7533
Brandon Wu,288.1,64.29,30.25,36.11,0.118,-2.439,73.901,Memorial Tournament,7533
Aaron Rai,287.5,75,26.25,50,-0.123,2.051,70.651,Memorial Tournament,7533
Adam Hadwin,287,67.86,28,41.67,0.187,0.358,70.401,Memorial Tournament,7533
Patrick Reed,286.9,62.5,29,41.67,-0.128,-0.484,72.401,Memorial Tournament,7533
Lucas Glover,286.8,69.64,28.25,45.83,0.294,0.103,72.651,Memorial Tournament,7533
Daniel Berger,286.5,73.21,26,52.78,0.105,1.65,69.401,Memorial Tournament,7533
C.T. Pan,286.3,67.86,28.25,44.44,-1.045,-0.363,72.401,Memorial Tournament,7533
Camilo Villegas,286.1,51.79,28.5,41.67,-0.219,-0.708,72.401,Memorial Tournament,7533
Doug Ghim,286,82.14,30.5,33.33,0.711,-0.602,72.651,Memorial Tournament,7533
Billy Horschel,285,76.79,28,43.06,0.839,0.953,67.651,Memorial Tournament,7533
David Lipsky,284.9,71.43,28.25,43.06,-0.433,0.457,71.401,Memorial Tournament,7533
Troy Merritt,284.3,69.64,29,36.11,-0.026,0.002,72.401,Memorial Tournament,7533
